edad,ingresos_mensuales,ahorro_mensual,deudas_mensuales,horizonte_inversion,objetivo_financiero,tolerancia_riesgo,estabilidad_ingresos,conocimiento_inversiones,colchon_seguridad,perfil_riesgo
58,2750.529094210625,1515.377126486333,0.0,corto plazo,2,2,1,1,n,2
29,1102.7950195205242,1102.7950195205242,0.0,corto plazo,3,3,3,3,n,3
43,5685.829901404361,4150.397457898298,699.8819044699633,corto plazo,2,3,2,2,s,4
65,2328.1094647031305,1226.2203669916523,808.0424088254747,corto plazo,3,3,1,2,n,3
30,2199.522007953273,889.4528473347364,996.481773142492,largo plazo,2,2,1,2,s,4
59,1131.6605518117608,100.0,0.0,largo plazo,3,1,2,2,n,2
35,2441.851650829747,1559.130395025536,0.0,corto plazo,2,1,3,2,s,3
46,2257.2298190215224,2257.2298190215224,317.58661812334424,medio plazo,1,1,2,4,n,3
30,1259.0296174839173,337.11029475600617,0.0,corto plazo,1,3,3,4,n,3
58,2807.959405411883,2807.959405411883,0.0,corto plazo,1,3,3,2,n,2
28,2710.554268179905,1327.429023973997,1274.1028357136822,medio plazo,3,1,2,1,n,2
19,1992.116874969153,1271.5104911862672,0.0,medio plazo,3,2,3,2,n,3
67,2677.78145351473,2116.5216388280987,242.11893717040005,largo plazo,1,1,2,3,n,3
37,1474.50899929346,1474.50899929346,0.0,largo plazo,3,3,1,4,n,5
35,1625.6798209957583,595.0646767165647,0.0,largo plazo,3,1,2,4,s,5
61,7474.49962965068,5465.595058960844,0.0,corto plazo,1,3,2,3,s,4
36,3566.8605875123976,2639.389407067334,0.0,corto plazo,3,3,3,1,n,2
23,2627.216428924926,1856.2125974187816,0.0,medio plazo,1,1,2,3,s,4
38,2735.907323159162,1275.0219310768498,645.0656121136428,corto plazo,1,1,1,1,s,2
47,1769.779647445562,321.2617275684472,1322.9448590238592,corto plazo,1,1,2,2,s,2
59,2008.341620704772,978.5070123777618,0.0,corto plazo,3,2,3,3,n,3
39,2386.585956127542,1267.875417751045,0.0,medio plazo,2,1,3,1,n,2
42,987.8483847883026,196.5862773935794,0.0,corto plazo,1,2,3,2,s,2
42,2054.184101352009,655.8616025772158,674.1095231945739,corto plazo,2,3,2,4,s,4
38,2577.335812132034,1683.2481198277674,376.3528724896725,largo plazo,3,1,2,3,n,3
21,2741.228443522822,2063.068783741508,0.0,corto plazo,3,1,1,1,n,3
37,1311.1114614624455,176.504899546268,0.0,medio plazo,2,3,1,2,n,3
32,1506.7198914605497,284.44856929037155,0.0,medio plazo,2,3,2,4,n,4
65,1908.1942767094013,1080.3962404461515,1387.4902377245369,largo plazo,2,2,2,1,s,2
54,1457.055889401487,654.7502167263676,0.0,corto plazo,3,2,1,3,s,5
42,2710.554268179905,1195.0325608797198,0.0,largo plazo,1,3,2,3,n,4
60,1992.4271725727249,1992.4271725727249,342.8895797210676,largo plazo,2,1,3,2,n,2
28,908.8357298466173,100.0,0.0,medio plazo,3,1,3,1,s,2
23,2435.73280500826,1213.625456692956,0.0,corto plazo,3,1,2,2,n,3
61,851.9205616989616,851.9205616989616,0.0,corto plazo,1,2,1,1,n,2
60,2503.4568673915383,1159.451534782072,0.0,largo plazo,1,3,1,4,s,5
27,2137.765706451092,1259.7483502487776,0.0,corto plazo,2,2,3,1,s,3
54,2658.98067345878,1094.1904238033887,0.0,largo plazo,2,2,3,2,s,4
26,2331.489410989422,2331.489410989422,0.0,medio plazo,3,3,3,4,s,5
27,2471.7029783663693,1589.883873992418,0.0,corto plazo,2,1,1,3,s,4
43,2254.336801218461,1090.2069694549523,0.0,medio plazo,3,1,2,2,s,4
28,1195.0891164395225,100.0,0.0,medio plazo,3,1,1,1,n,2
34,1259.0296174839173,100.0,0.0,largo plazo,2,1,2,2,s,3
43,2651.142812051732,1729.9784452061708,1094.0616204173662,medio plazo,3,3,3,2,s,3
28,1956.0293673806768,1956.0293673806768,384.0796376483088,largo plazo,3,2,3,1,n,2
39,1543.132492118319,508.7949049193694,0.0,medio plazo,3,2,3,4,s,4
18,2592.1848060026587,1790.586813038973,0.0,corto plazo,3,1,3,4,s,4
52,1697.405881345696,855.9106444231364,1429.86862828785,largo plazo,3,3,1,4,n,4
69,1078.6938887210424,100.0,0.0,medio plazo,3,1,3,2,s,2
41,2781.637822584901,1784.1460128494855,0.0,corto plazo,2,3,3,3,s,4
33,2406.82453032128,1373.272050065509,0.0,largo plazo,2,1,2,4,n,4
64,1300.692906548241,536.0906015733722,738.7142759611966,medio plazo,1,3,3,3,s,3
24,873.1082271046286,873.1082271046286,264.3741435260914,medio plazo,3,2,1,2,s,4
19,2366.28307642071,1854.404487089628,0.0,corto plazo,2,3,2,2,s,4
25,917.7627881910284,100.0,0.0,largo plazo,2,2,3,2,s,3
46,5752.450527810429,4801.545362444234,214.4461927380893,medio plazo,1,2,2,1,s,3
47,996.8118112670944,100.0,369.2232371429877,medio plazo,3,1,2,3,s,3
19,1476.5619121929926,100.0,0.0,corto plazo,1,3,3,1,n,1
49,1631.701935067515,1075.9670027872517,0.0,largo plazo,3,3,3,1,n,3
27,2010.6970496358003,1137.1859999152457,0.0,largo plazo,1,1,1,4,s,5
41,1944.4938151193096,511.9471995842523,0.0,corto plazo,2,1,1,3,s,4
59,1209.0896764031006,100.0,594.0976157246123,corto plazo,3,3,2,4,s,3
27,2167.372321558655,2167.372321558655,0.0,largo plazo,2,3,3,3,s,5
49,819.3037784073873,100.0,0.0,medio plazo,2,3,2,3,n,3
52,1876.3681636902277,1198.0839542280687,0.0,medio plazo,3,1,2,4,s,5
38,2458.3379822963207,1608.8692645820224,0.0,largo plazo,2,2,2,1,s,3
45,2531.193057294626,1384.8902613437954,482.03103790652494,corto plazo,1,3,2,2,n,3
52,2371.1633436899747,1622.9824857259523,1304.7172271321483,largo plazo,1,1,2,3,n,2
57,2328.1094647031305,1238.661580884929,0.0,largo plazo,1,2,2,4,n,3
21,1280.1473738516318,472.8358112566596,0.0,corto plazo,2,2,3,3,n,3
59,2789.977100892086,1975.012551151906,1036.5337394753456,medio plazo,3,2,1,1,s,3
52,3392.3398159724907,902.8875128916312,596.6422500912169,corto plazo,3,1,1,3,s,4
49,1611.010407316383,100.0,0.0,medio plazo,2,3,3,1,s,2
55,1859.481661038668,1859.481661038668,0.0,largo plazo,1,1,2,3,n,3
30,1952.3680731929453,738.1273129684707,641.8477534094723,corto plazo,3,1,1,3,n,3
44,1633.684946032722,1633.684946032722,1351.966758835388,corto plazo,2,3,2,3,n,3
66,2934.980023726429,1669.112670953852,1317.6129798372156,medio plazo,1,3,2,4,n,3
57,4175.886775151051,3020.0380197346767,0.0,medio plazo,3,3,3,4,n,3
56,951.1897748706944,100.0,630.5661228168849,corto plazo,1,1,1,1,n,1
33,2553.97137837013,1630.0117096053866,0.0,largo plazo,3,3,2,1,s,4
57,1544.3887069305902,127.16711832928172,0.0,medio plazo,2,3,2,1,n,2
59,1315.428564438787,413.5391023586024,0.0,medio plazo,3,2,1,3,n,4
62,2845.997446869689,1782.7577757779409,0.0,medio plazo,1,2,3,1,n,1
49,2194.276501204963,969.2927551629846,0.0,largo plazo,2,1,1,2,s,4
46,6774.689377826097,5878.563558806231,752.0700486153236,corto plazo,2,3,2,2,n,3
56,2134.7725201599587,2134.7725201599587,373.7943791189813,medio plazo,2,1,2,2,s,3
59,1277.2287730134312,722.0262768694708,0.0,medio plazo,3,3,2,1,s,3
36,2084.358739834868,1564.5402126452773,578.7181489598232,corto plazo,3,3,2,2,s,4
32,1590.2341102185055,675.8668458191217,0.0,medio plazo,3,2,3,3,n,3
39,2090.776929527142,1412.6172697458276,0.0,corto plazo,3,2,1,1,n,3
58,1339.386522147923,635.3642075705502,0.0,corto plazo,1,2,1,1,s,3
43,2902.6960500182417,1899.7310624758748,0.0,largo plazo,2,1,2,2,n,3
28,2481.59668690642,2481.59668690642,0.0,largo plazo,1,2,1,1,n,3
36,2325.3944395842263,265.6407602162617,0.0,corto plazo,2,3,3,3,n,2
36,2845.997446869689,1660.4629370301934,0.0,medio plazo,1,3,3,3,n,3
59,980.6376510728136,100.0,0.0,corto plazo,1,2,3,2,n,1
18,2577.335812132034,1758.8190966268676,0.0,corto plazo,2,2,2,4,n,4
64,839.4505075916404,100.0,0.0,largo plazo,2,3,2,2,n,3
35,1426.568878860655,100.0,0.0,largo plazo,1,3,3,4,n,3
59,5435.99070334367,4544.227590199765,1238.364209955054,corto plazo,1,1,3,1,n,1
51,2281.157163040585,100.0,0.0,largo plazo,2,3,3,4,n,3
29,2072.2504118537936,1511.2756326293104,0.0,largo plazo,2,3,3,1,s,3
53,7506.416151719796,7506.416151719796,0.0,largo plazo,3,2,3,3,n,3
56,2994.120185516801,2994.120185516801,0.0,medio plazo,3,1,1,3,s,4
53,1760.662612194194,358.0115990989773,0.0,corto plazo,2,3,2,1,n,2
21,990.5583990598828,331.820861324054,0.0,largo plazo,1,2,1,3,s,5
30,2694.716978357398,1632.850151041613,780.9319138846898,largo plazo,2,3,2,4,n,4
63,2173.3909661667617,1314.2417816887587,0.0,largo plazo,1,3,1,1,n,3
49,2391.3898095417467,1745.32255531996,722.6556383063015,corto plazo,1,3,3,2,s,3
46,1786.0026826264066,1786.0026826264066,0.0,largo plazo,3,3,3,2,s,4
45,3419.04317447876,2138.013252773497,0.0,largo plazo,1,1,3,2,s,3
25,1329.559628694874,100.0,208.8012295898363,corto plazo,2,1,1,1,s,2
49,1111.9666222047767,100.0,1008.613073239795,corto plazo,3,3,3,3,s,2
22,1388.663082249023,1388.663082249023,704.5685008594633,medio plazo,1,1,1,3,n,3
34,7762.93495689943,6517.114605721649,0.0,medio plazo,3,2,3,4,s,5
22,2946.8667895790086,1965.3861309301165,691.3624799174864,corto plazo,3,3,3,1,s,3
26,884.7172652617152,368.9233174813685,0.0,corto plazo,3,3,2,4,s,5
35,2620.0486607584494,1136.558508308148,0.0,corto plazo,2,3,3,1,s,3
51,1640.5978523217657,805.8280805142042,0.0,medio plazo,3,1,1,1,n,3
47,5435.99070334367,4027.389373893765,260.9038815096104,largo plazo,3,1,1,2,n,3
55,2812.7940354211487,2151.373469564281,0.0,largo plazo,1,2,2,2,s,4
35,2673.25036065217,2673.25036065217,0.0,medio plazo,1,2,3,3,n,3
42,1249.3744515239812,1249.3744515239812,0.0,corto plazo,1,1,1,3,n,3
30,2609.571654743119,1248.2235045814737,1169.2570402509164,medio plazo,2,3,2,3,n,3
25,2320.676959804689,1312.1387348066164,0.0,corto plazo,1,1,2,4,s,4
39,898.6388206226995,100.0,1367.303467291974,corto plazo,3,2,3,2,s,2
47,1063.1426228019782,100.0,802.401917507915,largo plazo,1,3,1,1,n,1
29,1296.815013989626,1296.815013989626,0.0,largo plazo,3,2,1,3,n,5
61,1347.7638269202866,781.0925464763963,0.0,corto plazo,1,2,3,2,n,2
21,1749.9999873943734,998.3461990889268,0.0,corto plazo,1,1,2,1,n,2
55,2141.099424605295,2141.099424605295,707.4210309278105,corto plazo,1,1,2,2,n,2
44,2683.5779477180213,1635.282559714051,0.0,largo plazo,3,1,3,1,n,2
34,1278.2137872064525,100.0,0.0,largo plazo,2,3,2,1,s,3
33,4808.737020849212,4164.610677598884,0.0,corto plazo,2,3,1,3,s,5
60,1013.197440211938,100.0,0.0,corto plazo,1,2,3,1,s,1
52,872.3040795541804,113.80792310183324,1337.906016626485,corto plazo,1,3,3,3,s,2
35,1052.547532684826,480.4013142967042,0.0,corto plazo,3,1,1,2,n,3
63,2210.5846125700364,2210.5846125700364,0.0,largo plazo,3,1,3,3,n,3
68,2808.183317473583,1701.3362117315116,0.0,largo plazo,3,2,3,3,s,4
43,2626.498778920497,1958.5820374856985,0.0,corto plazo,2,3,3,3,s,4
68,2681.5961241524024,1511.808801494425,0.0,corto plazo,3,2,2,4,n,3
45,2988.218104116648,546.9936898010633,0.0,medio plazo,1,1,2,1,s,2
24,2600.7934168590264,2050.3267580700817,0.0,largo plazo,1,1,1,2,n,3
36,2595.947915345919,2595.947915345919,0.0,corto plazo,1,1,2,1,n,2
59,6548.720556904926,4873.070476001012,582.238287820592,largo plazo,1,2,2,2,s,3
67,871.9616876549774,100.0,0.0,corto plazo,3,1,3,2,s,2
32,1328.394908386197,615.0225968477977,0.0,corto plazo,2,3,3,4,n,3
52,1796.244027469192,1796.244027469192,0.0,corto plazo,3,2,3,1,n,2
40,1096.0913708272724,100.0,243.71606608934223,medio plazo,2,1,3,4,s,2
67,1424.829015457452,501.6580075137548,1154.2645028960146,corto plazo,1,2,2,2,s,2
39,2841.799992329112,2114.586102488689,0.0,corto plazo,2,2,1,4,n,4
29,2677.4449047156386,2677.4449047156386,0.0,corto plazo,3,1,3,1,n,2
50,7780.642247380515,7780.642247380515,0.0,medio plazo,3,2,2,1,s,3
25,7702.728659102675,6288.690016308341,1460.4338411704498,largo plazo,1,2,1,4,s,5
24,7790.277317964052,7790.277317964052,0.0,largo plazo,1,3,3,4,n,4
54,1309.120240045142,124.15955240170888,0.0,corto plazo,2,2,3,4,n,2
33,2726.407085739871,1745.161491481046,752.1761919347038,corto plazo,3,3,1,4,s,5
62,1440.711982964935,100.0,0.0,corto plazo,3,2,2,3,n,2
21,851.5992543055356,152.33115159544445,0.0,corto plazo,1,2,2,4,n,3
52,7922.148337627188,6476.5006262773695,0.0,medio plazo,2,1,2,4,n,3
51,2503.876629454202,1374.4992256485125,358.0192399032592,corto plazo,3,2,3,3,n,3
26,1885.421901172037,849.0421742628932,0.0,largo plazo,1,1,1,1,n,3
24,943.4289453955578,100.0,0.0,corto plazo,3,3,2,4,n,4
40,819.3037784073873,100.0,0.0,largo plazo,3,3,3,1,n,2
19,1498.0413126184703,789.421554161976,0.0,corto plazo,1,3,2,2,s,4
41,7064.9167920906975,6397.000050655899,0.0,medio plazo,3,1,2,4,n,4
37,946.8648020394044,100.0,0.0,medio plazo,1,3,1,1,s,3
24,2382.474002969777,1502.9339825692118,0.0,corto plazo,1,3,2,1,s,3
60,2728.2395642553065,2728.2395642553065,0.0,largo plazo,3,3,1,1,n,3
26,2038.1497036080311,730.107752291505,0.0,largo plazo,1,1,1,1,s,3
57,2776.2129996108188,2776.2129996108188,313.287248019892,medio plazo,2,1,2,3,s,3
44,2054.184101352009,1491.4586530560418,0.0,largo plazo,2,3,1,1,n,3
27,1178.1023110827234,1178.1023110827234,781.5197017218633,corto plazo,3,2,3,4,n,3
34,987.8483847883026,167.30962034206163,0.0,largo plazo,2,1,2,1,n,2
65,2952.003578073516,1273.1149554198266,682.9328792709392,corto plazo,3,2,3,1,s,2
65,7648.379984160786,5303.172750362296,372.4278978818809,largo plazo,2,1,3,3,s,3
21,2103.032779682363,2103.032779682363,996.481773142492,medio plazo,2,3,1,3,s,4
48,2683.5779477180213,1183.7715745448688,0.0,corto plazo,3,2,3,2,s,3
26,2897.290110638811,1563.9388604129804,438.6214403362652,largo plazo,3,2,2,2,n,4
56,2124.3251871109387,1290.2020682749262,0.0,medio plazo,3,2,3,3,s,4
40,2848.9903834712577,1627.6158016654051,793.8885536584296,medio plazo,3,2,2,4,n,3
38,2515.590744567554,1541.2265738948854,0.0,corto plazo,3,3,2,1,s,3
67,1776.5501249685049,532.6146092712142,0.0,corto plazo,2,1,3,2,n,2
46,5264.271381610685,3884.049303954562,1130.7426705061505,largo plazo,2,1,2,2,s,3
60,1292.778836826437,100.0,0.0,medio plazo,3,1,3,4,n,2
19,1320.7965217748497,1320.7965217748497,0.0,medio plazo,3,2,1,3,n,4
68,2495.007969878917,2495.007969878917,0.0,medio plazo,3,3,2,2,s,4
18,1479.2867623388456,1479.2867623388456,0.0,medio plazo,3,1,2,2,s,4
52,4663.202633869962,4147.15576061772,0.0,largo plazo,3,1,2,1,n,3
45,2214.923220584861,1589.238489134388,0.0,medio plazo,3,1,1,2,s,4
47,2131.1583528924307,1061.3611933774484,316.1944397038027,largo plazo,3,2,2,1,s,3
33,1143.348553731439,100.0,0.0,corto plazo,3,3,3,1,s,2
18,5637.355119414076,4660.975904579458,0.0,corto plazo,1,2,1,2,s,4
22,1905.012684677161,1318.217210596699,255.9699419235636,corto plazo,1,3,3,2,n,2
24,6675.650186001997,6675.650186001997,0.0,medio plazo,1,3,3,3,n,3
57,1992.4271725727249,1432.8692019928858,0.0,medio plazo,1,3,2,2,n,3
29,2643.290180195392,2643.290180195392,0.0,corto plazo,3,1,2,3,s,4
47,6787.068030528898,6009.1367110620085,0.0,corto plazo,3,2,2,2,s,4
32,2620.606892050486,1952.4682855797,0.0,medio plazo,2,3,3,1,s,3
26,2228.8952406824783,1213.684920373843,0.0,largo plazo,2,2,2,1,s,4
66,7125.480387706447,5713.716295587392,712.4092174341811,medio plazo,2,3,2,2,n,3
29,5206.921204986316,4501.788306519705,1063.1017875842597,largo plazo,2,1,3,2,n,2
57,2717.603836026463,2717.603836026463,0.0,corto plazo,2,2,2,4,n,3
37,2354.2314805743454,2354.2314805743454,0.0,medio plazo,1,1,2,3,n,3
52,2010.3898673936712,2010.3898673936712,0.0,largo plazo,1,2,3,2,s,3
31,2450.315205043458,100.0,0.0,corto plazo,1,2,1,1,s,2
67,1762.1205335814802,322.3507029138684,1156.963601228024,corto plazo,3,1,3,4,n,1
27,876.9858230118075,100.0,0.0,largo plazo,1,3,3,4,s,4
56,2009.5009120677284,688.5243510564949,0.0,medio plazo,3,1,1,4,n,4
64,7506.416151719796,7506.416151719796,0.0,corto plazo,2,3,3,4,s,4
57,1209.8443367455498,578.1516965404132,0.0,medio plazo,1,3,3,2,s,3
69,4754.657384679421,3843.606326988102,0.0,corto plazo,1,1,2,1,s,2
41,1736.6190683204163,687.9259714575153,0.0,largo plazo,3,1,2,1,n,3
25,1513.5780318344357,632.3784029169708,1100.2093574971364,corto plazo,1,3,1,2,n,3
68,1801.124343532759,357.9945674911098,0.0,largo plazo,3,1,1,1,n,2
34,930.5203726867156,930.5203726867156,1422.6813649252472,corto plazo,3,3,2,3,s,4
35,877.5799718225862,877.5799718225862,0.0,medio plazo,3,2,1,4,n,4
44,1924.265572422688,956.6362063207908,0.0,corto plazo,1,1,3,1,n,1
60,2307.345091040825,1746.3703118163423,0.0,largo plazo,1,2,3,3,s,3
65,2174.844881790087,2174.844881790087,0.0,medio plazo,1,2,2,1,n,2
36,1579.6953658215516,134.45032410910358,0.0,corto plazo,1,3,1,2,n,2
61,2821.405440529664,2821.405440529664,392.5774167418286,largo plazo,3,3,1,3,s,5
19,1490.1830323834654,130.74561536669512,0.0,largo plazo,1,3,2,4,s,4
44,1805.6816168523524,1805.6816168523524,0.0,largo plazo,3,1,3,4,s,4
63,1166.2562323618736,100.0,0.0,medio plazo,1,2,2,2,s,3
18,1455.5225388444242,108.31854397342067,0.0,medio plazo,3,3,3,3,s,4
25,2675.2800020880422,1618.954545771886,0.0,largo plazo,3,1,3,2,s,4
28,2598.857174357058,603.9703974430704,0.0,corto plazo,3,1,3,3,n,3
52,1339.332042945739,1339.332042945739,450.49517117455775,largo plazo,1,2,1,4,n,3
24,2465.4218539318454,1808.9231282697144,0.0,medio plazo,3,1,2,4,s,5
41,1951.0358247378135,1199.3820364323674,0.0,medio plazo,2,1,2,1,n,2
33,2241.3544313372518,751.2567671027427,1464.881945556362,medio plazo,2,2,1,4,s,4
60,1820.7012816257995,1091.1159875123426,0.0,medio plazo,2,3,1,4,n,4
38,1179.0189774290072,100.0,0.0,largo plazo,3,2,2,4,s,4
36,884.7172652617152,100.0,0.0,medio plazo,3,3,3,2,s,3
48,839.1999418809341,100.0,0.0,medio plazo,1,1,2,2,s,3
54,2185.6390013085984,1094.3247274518612,0.0,medio plazo,2,3,2,3,s,5
50,2585.845198201244,1346.4906402885456,0.0,largo plazo,1,2,2,2,n,3
23,7773.068465640183,6896.814829454584,0.0,medio plazo,1,2,3,3,n,3
43,2456.480680964302,2456.480680964302,411.8676692490222,largo plazo,2,3,2,2,n,3
57,1594.9003192128162,853.7070549519458,0.0,medio plazo,2,3,1,4,n,4
21,1767.349377383217,1767.349377383217,0.0,corto plazo,1,1,1,3,s,4
49,2390.697005079025,2390.697005079025,0.0,largo plazo,3,3,1,2,n,4
35,1004.4077937061109,100.0,727.3352108411354,medio plazo,2,3,2,3,n,2
49,1243.8784844138588,1243.8784844138588,0.0,largo plazo,3,1,3,4,s,4
18,951.8639524327264,100.0,207.76517297921208,corto plazo,1,3,3,3,n,2
30,2782.807988895621,2782.807988895621,0.0,medio plazo,1,3,3,4,n,3
52,1277.2287730134312,682.0554860622342,0.0,corto plazo,2,1,1,2,n,3
29,1380.2453703495382,706.1023763572307,317.58661812334424,medio plazo,1,3,2,1,s,3
61,2693.296734301114,1643.823385207712,0.0,largo plazo,1,3,1,2,s,4
34,6961.017593970757,5978.390540535046,1207.998356940357,largo plazo,2,1,1,3,s,5
51,803.4660727196325,100.0,0.0,medio plazo,1,1,2,2,s,3
69,2083.939858640755,928.2248469414308,0.0,corto plazo,2,3,2,4,n,3
45,851.3930425843639,851.3930425843639,1094.0616204173662,corto plazo,1,3,2,4,s,3
43,2683.5779477180213,2060.0690486996286,1314.8962501235242,largo plazo,1,3,2,1,n,2
23,1821.587323173659,160.76213692879242,358.0192399032592,largo plazo,1,2,1,4,n,3
48,2870.7346079056897,398.5400484211005,0.0,medio plazo,2,2,1,3,n,3
37,2897.290110638811,2897.290110638811,0.0,medio plazo,3,2,1,4,n,4
22,2747.10795365224,2747.10795365224,739.2066470520432,largo plazo,1,3,2,4,n,4
59,1097.1912266613697,100.0,754.8496989581126,largo plazo,3,1,1,3,s,3
65,982.8736338878,100.0,0.0,largo plazo,1,2,1,1,n,2
58,1320.7965217748497,1320.7965217748497,0.0,largo plazo,2,3,3,3,n,3
45,2330.4542679635515,1292.9041257315785,0.0,corto plazo,1,1,2,3,n,3
60,823.347071433854,100.0,0.0,largo plazo,3,3,3,2,n,3
28,1626.2536634977014,951.567841981622,0.0,corto plazo,1,1,1,3,n,3
51,1914.0771386098263,1003.0551344933262,0.0,medio plazo,2,1,2,4,n,3
29,2543.0517430919504,1831.157140906986,859.0132940776516,largo plazo,3,3,3,1,n,2
44,1378.9705513354877,558.4317868892467,0.0,corto plazo,1,1,1,4,s,4
19,1236.9557529058147,100.0,0.0,medio plazo,2,1,2,2,s,3
64,1777.0245826950895,1160.4001594129547,442.7526648755917,corto plazo,2,2,3,2,n,2
47,2084.8832751205096,619.5031178700738,0.0,largo plazo,3,3,3,2,n,3
60,1548.7629918869852,881.1449146069294,0.0,largo plazo,2,2,2,2,n,3
30,4520.535824462876,4520.535824462876,436.7980826849041,largo plazo,2,1,3,2,s,3
49,980.6376510728136,409.09686842985184,0.0,corto plazo,1,1,2,4,s,4
50,2743.452849511323,1458.4270011405265,0.0,corto plazo,1,2,1,2,s,4
69,2421.348027316255,1113.919312740999,0.0,corto plazo,2,1,3,1,n,1
21,1448.5193962524072,474.54171353065897,0.0,corto plazo,1,2,2,3,s,4
54,883.7621538639906,100.0,540.6882602615592,corto plazo,2,1,1,3,s,3
21,1739.0182323273884,509.178499442718,0.0,largo plazo,2,3,2,4,s,5
37,967.2648758712684,344.3612088189219,0.0,medio plazo,1,2,2,3,n,3
20,1410.945447391087,100.0,0.0,largo plazo,1,3,1,2,s,4
58,1283.3422277650436,139.2844455219124,0.0,largo plazo,3,1,1,3,n,3
54,1390.5834737073092,471.8559215631021,0.0,corto plazo,2,3,2,3,n,3
53,2736.148177867027,2736.148177867027,1085.1670570293022,medio plazo,3,1,3,2,s,3
54,6687.730028590346,6687.730028590346,0.0,largo plazo,1,1,1,1,s,3
45,849.7436089203896,849.7436089203896,1333.148583143389,largo plazo,1,1,2,1,s,2
27,2151.443317177967,2151.443317177967,403.0932513673755,largo plazo,1,1,3,4,n,3
68,7773.068465640183,7205.08103707478,0.0,largo plazo,2,3,3,3,s,4
47,2448.02201613521,581.845899692797,0.0,medio plazo,2,1,2,3,s,4
58,2099.7048377567235,718.4769543867164,1343.7072931962537,medio plazo,1,2,2,1,s,2
33,2238.798833303395,780.9447036494153,0.0,corto plazo,2,2,3,2,n,3
44,2620.0486607584494,1450.4138254032127,0.0,medio plazo,3,1,2,3,s,4
62,1652.9966094550518,689.6768197162473,0.0,largo plazo,2,2,1,4,s,5
30,1287.4782574214858,1287.4782574214858,0.0,medio plazo,3,3,1,3,s,5
30,1457.1782155775554,395.31138826176993,960.206904297021,corto plazo,2,1,1,2,s,3
54,950.561287021625,100.0,0.0,corto plazo,1,2,2,1,s,2
20,2918.6586302378005,1604.0839496474428,0.0,largo plazo,2,1,1,1,s,4
56,2812.7940354211487,1323.3073429027645,0.0,largo plazo,1,1,1,3,s,4
52,1734.198121606748,1117.573698324613,0.0,largo plazo,1,3,2,4,n,4
62,2663.719460396629,2663.719460396629,0.0,largo plazo,2,2,3,3,n,3
62,4754.657384679421,3848.715288375754,1317.6129798372156,medio plazo,1,2,2,3,n,2
35,958.2032898319226,100.0,0.0,corto plazo,2,3,3,3,s,3
63,2404.725238249671,2404.725238249671,1473.7483485238754,corto plazo,2,2,3,2,s,2
28,1969.8537052818367,584.9058602671716,883.1104533180562,medio plazo,2,1,1,1,s,2
42,2535.173807500786,994.3359193474362,0.0,medio plazo,3,1,3,4,s,4
18,2848.9903834712577,1997.61780117491,0.0,corto plazo,2,2,2,4,s,5
53,1097.2954947322944,100.0,0.0,largo plazo,1,3,1,2,s,4
63,986.1606283842494,324.74006252738184,0.0,corto plazo,1,3,3,4,n,3
25,6890.48456112187,5428.107976097871,0.0,largo plazo,2,3,3,3,n,4
67,1096.0913708272724,100.0,0.0,corto plazo,2,2,3,3,s,2
41,1380.2453703495382,593.7766666861972,0.0,corto plazo,2,1,3,1,s,2
38,2263.1371239740965,991.5334467687272,1186.336289515912,corto plazo,2,2,1,1,s,2
66,1055.9051792573257,100.0,1274.1028357136822,largo plazo,2,2,2,2,s,2
59,2067.6488136056337,2067.6488136056337,0.0,largo plazo,1,2,3,1,n,2
69,2325.3944395842263,1777.819523836007,217.90110244241308,corto plazo,2,1,3,3,s,3
56,1335.2171455109192,100.0,0.0,medio plazo,2,3,3,3,n,2
36,1987.9656624271945,1987.9656624271945,0.0,corto plazo,3,1,3,3,s,3
30,4581.762765487877,3651.6808406106647,883.1104533180562,corto plazo,3,1,3,1,s,2
33,1704.6405992952164,753.4864686545866,0.0,medio plazo,3,3,3,4,s,5
51,1241.0409344243085,100.0,0.0,medio plazo,2,3,2,3,n,3
27,5015.222014415579,3768.106435086904,0.0,corto plazo,3,1,2,4,n,4
31,1215.2008117501462,100.0,540.7925326301292,corto plazo,3,3,3,3,n,2
34,2151.1912985599965,2151.1912985599965,0.0,largo plazo,2,3,3,3,s,5
67,2834.337309202915,2834.337309202915,0.0,largo plazo,1,1,1,2,n,3
24,1729.6915119455214,932.7853194649664,1452.8099298851928,largo plazo,2,1,3,4,s,3
60,935.9925336865776,100.0,0.0,corto plazo,3,1,2,2,n,2
66,2821.405440529664,2041.881603674624,0.0,medio plazo,2,3,2,2,s,4
35,912.3108754597132,100.0,0.0,medio plazo,1,1,2,2,n,2
31,5282.332553877107,4330.33499868209,0.0,medio plazo,1,2,3,4,n,3
58,1539.0379629626418,1539.0379629626418,0.0,largo plazo,3,2,3,3,s,4
31,2589.410245097122,1377.7859463273585,0.0,medio plazo,1,3,2,2,n,3
21,1729.0871439035568,602.5946214155488,0.0,medio plazo,1,2,2,2,s,4
46,2575.5397716123853,1444.1890166815124,1359.5235741072036,medio plazo,1,2,2,1,s,2
38,2729.3741987734343,1893.2379326837165,0.0,largo plazo,2,2,3,3,s,4
29,1386.1538690926398,1386.1538690926398,0.0,medio plazo,3,2,3,2,n,3
40,985.997958824741,100.0,0.0,corto plazo,3,1,3,1,n,1
27,2190.8500929469656,1016.2156105283646,0.0,corto plazo,1,3,2,2,n,3
