isin,fund_name,category,fund_type,risk_rating,performance_rating,investment_strategy,dividend_frequency,roe,asset_stock,asset_bond,country_exposure,ongoing_cost,management_fees,nav_per_share_currency,nav_per_share,latest_nav_date,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_trailing_return_10years,long_term_projected_earnings_growth,historical_earnings_growth
IE00B02KXL92,iShares EURO STOXX Mid UCITS ETF EUR (Dist),Eurozone Mid-Cap Equity,equity,3.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the EURO STOXX? Mid Index as closely as possible. The ETF invests in physical index securities. The EURO STOXX? Mid Index offers exposure to Euro zone stocks from the STOXX? Mid 200 Index. The STOXX? Mid 200 Index universe is defined as the 201st to 400th largest stock of the STOXX? 600 Index. The STOXX? 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,9.21,99.29,0.0,"FRA: 29.5, DEU: 20.91, ITA: 12.03, NLD: 9.49, ESP: 8.4, FIN: 6.6, BEL: 5.31, GBR: 2.61, AUT: 1.62, USA: 1.52, IRL: 1.33, PRT: 0.68",0.4,0.0,EUR,58.18,2020-11-13,0.77,1.95,10.78,8.39,8.58,1.85
IE00B02KXM00,iShares EURO STOXX Small UCITS ETF EUR (Dist),Eurozone Mid-Cap Equity,equity,2.0,4.0,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the EURO STOXX Small Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consist of the component securities of the EURO STOXX Small Index, this Funds Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Quarterly,8.69,99.15,0.0,"FRA: 25.08, DEU: 20.53, BEL: 10.31, NLD: 9.45, ITA: 9.27, ESP: 6.59, AUT: 6.52, FIN: 5.79, PRT: 1.41, LUX: 1.27, RUS: 1.09, GBR: 0.99, IRL: 0.89, USA: 0.8",0.4,0.0,EUR,37.53,2020-11-13,8.13,5.02,12.08,7.64,8.1,3.57
IE0032077012,Invesco EQQQ NASDAQ-100 UCITS ETF,US Large-Cap Growth Equity,equity,4.0,5.0,"The investment objective of the Fund is to provide investors with investment results which, before expenses, generally correspond to the price and yield performance of the Index.",Quarterly,31.39,100.58,0.0,"USA: 96.91, CHN: 2.06, BRA: 0.54, NLD: 0.26, ISR: 0.14, GBR: 0.1",0.3,0.3,USD,289.9,2020-11-13,37.48,23.87,25.48,21.84,13.02,10.01
DE000A0Q4R28,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),Sector Equity Consumer Goods & Services,equity,5.0,2.0,"iShares STOXX Europe 600 Automobiles & Parts (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Automobiles & Parts Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Automobiles & Parts Index offers exposure to the European Automobile & Parts sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,3.86,99.83,0.0,"DEU: 57.9, FRA: 22.33, ITA: 10.96, GBR: 6.95, FIN: 1.86",0.46,0.0,EUR,45.63,2020-11-13,2.85,-4.34,5.63,7.42,13.84,-8.7
DE000A0H08K7,iShares STOXX Europe 600 Insurance UCITS ETF (DE),Sector Equity Financial Services,equity,3.0,4.0,"iShares STOXX Europe 600 Insurance (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Insurance Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Insurance Index offers exposure to the European Insurance sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,7.79,99.46,0.0,"DEU: 27.3, GBR: 22.66, CHE: 20.36, FRA: 10.25, ITA: 4.85, NLD: 4.66, FIN: 4.24, BEL: 1.6, NOR: 1.35, DNK: 1.08, USA: 0.94, POL: 0.71",0.46,0.0,EUR,26.63,2020-11-13,-10.25,1.18,7.77,10.08,4.34,4.39
DE000A0H08E0,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),Sector Equity Industrial Materials,equity,2.0,3.0,"iShares STOXX Europe 600 Chemicals (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Chemicals Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Chemicals Index offers exposure to the European Chemicals sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,8.03,99.76,0.0,"GBR: 34.8, DEU: 24.02, FRA: 16.34, NLD: 12.16, CHE: 9.63, BEL: 1.57, NOR: 1.49",0.46,0.0,EUR,107.38,2020-11-13,13.59,6.53,12.24,10.12,9.14,-14.44
DE000A0H08F7,iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),Sector Equity Industrial Materials,equity,4.0,3.0,"iShares STOXX Europe 600 Construction & Materials (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Construction & Materials Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Construction & Materials Index offers exposure to the European Construction & Materials sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,12.95,99.77,0.0,"FRA: 30.89, CHE: 26.48, SWE: 15.07, USA: 9.45, ESP: 7.13, GBR: 4.32, DEU: 2.96, NLD: 1.59, DNK: 1.12, AUT: 0.99",0.46,0.0,EUR,50.61,2020-11-13,3.7,5.23,13.08,10.0,10.12,14.28
DE000A0H08L5,iShares STOXX Europe 600 Media UCITS ETF (DE),Sector Equity Communications,equity,5.0,3.0,"iShares STOXX Europe 600 Media (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Media Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Media Index offers exposure to the European Media sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,21.71,99.69,0.0,"GBR: 56.06, FRA: 22.22, NLD: 13.91, DEU: 5.04, NOR: 2.78",0.46,0.0,EUR,25.58,2020-11-13,-4.65,3.7,5.09,7.99,9.65,-2.09
DE000A0H08P6,iShares STOXX Europe 600 Retail UCITS ETF (DE),Sector Equity Consumer Goods & Services,equity,3.0,2.0,"iShares STOXX Europe600 Retail (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Retail Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Retail Index offers exposure to the European Retail sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe600 Index. The STOXX Europe600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,19.0,99.6,0.0,"GBR: 30.56, FRA: 29.03, ESP: 15.14, DEU: 13.59, SWE: 11.68",0.46,0.0,EUR,37.66,2020-11-13,13.65,12.09,9.1,6.6,13.5,-3.4
DE000A0Q4R02,iShares STOXX Europe 600 Utilities UCITS ETF (DE),Sector Equity Utilities,equity,5.0,3.0,"iShares STOXX Europe600 Utilities (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Utilities Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Utilities Index offers exposure to the European Utilities sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,12.73,99.66,0.0,"ESP: 23.47, GBR: 19.67, ITA: 18.89, DEU: 12.21, FRA: 11.61, DNK: 7.05, PRT: 3.38, FIN: 1.98, AUT: 0.94, BEL: 0.8",0.46,0.0,EUR,37.31,2020-11-13,13.94,12.04,13.97,6.99,7.9,-13.2
DE000A0H08S0,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),Sector Equity Consumer Goods & Services,equity,5.0,2.0,"iShares STOXX Europe600 Travel & Leisure (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Travel & Leisure Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Travel & Leisure Index offers exposure to the European Travel & Leisure sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,1.73,99.98,0.0,"GBR: 57.88, FRA: 16.42, SWE: 9.27, IRL: 9.06, ESP: 4.38, DEU: 2.99",0.46,0.0,EUR,18.51,2020-11-13,-19.97,-5.86,1.77,7.11,13.98,-11.09
DE000A0H08M3,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),Sector Equity Energy,equity,2.0,4.0,"iShares STOXX Europe 600 Oil & Gas (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Oil & Gas Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Oil & Gas Index offers exposure to the European Oil & Gas sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,-4.39,99.18,0.0,"GBR: 28.65, FRA: 26.41, DNK: 9.32, ITA: 8.48, FIN: 6.71, ESP: 6.03, NOR: 5.14, DEU: 3.11, PRT: 1.31, SWE: 1.17, AUT: 1.14, POL: 1.0, RUS: 0.82, NLD: 0.7",0.46,0.0,EUR,21.35,2020-11-13,-27.03,-8.48,4.01,0.53,21.33,5.92
DE000A0H08G5,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),Sector Equity Financial Services,equity,3.0,5.0,"iShares STOXX Europe 600 Financial Services (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Financial Service Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Financial Service Index offers exposure to the European Financial Services sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,15.46,95.18,0.0,"CHE: 32.41, GBR: 24.41, SWE: 19.88, DEU: 9.14, BEL: 5.42, FRA: 4.96, ITA: 3.79",0.46,0.0,EUR,56.0,2020-11-13,5.76,9.48,12.92,12.14,9.69,17.28
DE000A0H08H3,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),Sector Equity Consumer Goods & Services,equity,2.0,3.0,"iShares STOXX Europe 600 Food & Beverage (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Food & Beverage Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Food & Beverage Index offers exposure to the European Food & Beverage sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,15.88,99.19,0.0,"CHE: 31.69, GBR: 20.03, FRA: 15.58, BEL: 10.49, NLD: 7.6, USA: 4.41, NOR: 4.25, DNK: 3.78, ITA: 0.98, SWE: 0.7, ESP: 0.49",0.46,0.0,EUR,70.84,2020-11-13,-1.92,3.98,8.81,10.08,4.69,2.36
DE000A0H08J9,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),Sector Equity Industrial Materials,equity,4.0,4.0,"iShares STOXX Europe 600 Industrial Goods & Services (DE) is an exchange traded fund (ETF) that aims to track the performance of the STOXX Europe 600 Industrial Goods & Service Index as closely as possible. The ETF invests in physical index securities. The STOXX Europe 600 Industrial Goods & Service Index offers exposure to the European Industrial Goods & Services sector as defined by the Industry Classification Benchmark (ICB). It is a sub index of the STOXX Europe 600 Index. The STOXX Europe 600 Index offers exposure to large, mid and small capitalisation stocks from European developed countries. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,15.71,99.67,0.0,"FRA: 20.3, GBR: 16.24, DEU: 14.98, SWE: 10.81, CHE: 10.26, NLD: 10.24, USA: 5.08, FIN: 4.31, DNK: 3.77, ITA: 2.28, ESP: 0.99, NOR: 0.39, AUT: 0.23, ARE: 0.12",0.46,0.0,EUR,60.4,2020-11-13,6.0,6.3,14.21,9.76,10.51,7.13
